fare_id,route_id,origin_id,destination_id,contains_id
3,Z_6135,0,,
3,Z_6135-2,0,,
3,Z_8116,0,,
3,Z_8116-2,0,,
3,Z_7546-2,0,,
3,Z_7546,0,,
3,Z_5713,0,,
3,Z_5714,0,,
3,Z_8087,0,,
3,Z_5615,0,,
3,Z_7977,0,,
3,Z_6017,0,,
3,Z_6017-2,0,,
3,Z_5626,0,,
3,Z_8187,0,,
3,Z_7962,0,,
3,Z_6223,0,,
3,Z_6223-2,0,,
3,Z_5646,0,,
3,Z_5131,0,,
3,Z_5606-2,0,,
3,Z_5606,0,,
3,Z_7887,0,,
3,Z_6067-2,0,,
3,Z_6067,0,,
3,Z_5611-2,0,,
3,Z_5611,0,,
3,Z_5613-2,0,,
3,Z_5613,0,,
3,Z_4626-2,0,,
3,Z_4626,0,,
3,Z_4930,0,,
3,Z_4930-2,0,,
3,Z_5358,0,,
3,Z_5358-2,0,,
3,Z_4475,0,,
3,Z_4475-2,0,,
3,Z_7666,0,,
3,Z_7666-2,0,,
3,Z_7248-2,0,,
3,Z_7248,0,,
3,Z_4997-2,0,,
3,Z_4997,0,,
3,Z_8218,0,,
3,Z_8047,0,,
3,Z_8047-2,0,,
3,Z_8284,0,,
3,Z_7263,0,,
3,Z_7262-2,0,,
3,Z_7261-2,0,,
3,Z_7263-2,0,,
3,Z_7261,0,,
3,Z_7262,0,,
3,Z_8067-2,0,,
3,Z_8056,0,,
3,Z_8057,0,,
3,Z_7071,0,,
3,Z_7270,0,,
3,Z_4697,0,,
3,Z_4652,0,,
3,Z_7904,0,,
3,Z_7903,0,,
3,Z_7820,0,,
3,Z_7819,0,,
3,Z_7871,0,,
3,Z_7872,0,,
3,Z_7853,0,,
3,Z_5340,0,,
3,Z_8259,0,,
3,Z_8260,0,,
3,Z_7673,0,,
3,Z_8240,0,,
3,Z_8055,0,,
3,Z_8179,0,,
3,Z_8180,0,,
3,Z_8152,0,,
3,Z_8181,0,,
3,Z_8221,0,,
3,Z_8258,0,,
3,Z_7719,0,,
3,Z_7720,0,,
3,Z_7939,0,,
3,Z_7936,0,,
3,Z_8281,0,,
3,Z_7951,0,,
3,Z_7949,0,,
3,Z_8199,0,,
3,Z_8200,0,,
3,Z_7345,0,,
3,Z_6109,0,,
3,Z_6154,0,,
3,Z_6179,0,,
3,Z_7813,0,,
3,Z_7146,0,,
3,Z_8239,0,,
3,Z_8235,0,,
3,Z_8234,0,,
3,Z_8051,0,,
3,Z_8054,0,,
3,Z_8052,0,,
3,Z_8089,0,,
3,Z_8039,0,,
3,Z_8041,0,,
3,Z_6843,0,,
3,Z_6840,0,,
3,Z_6803,0,,
3,Z_8117,0,,
3,Z_8035,0,,
3,Z_7905,0,,
3,Z_6177,0,,
3,Z_8207,0,,
3,Z_7100,0,,
3,Z_7530,0,,
3,Z_7531,0,,
3,Z_8206,0,,
3,Z_8131,0,,
3,Z_6886,0,,
3,Z_6885,0,,
3,Z_7986,0,,
3,Z_7988,0,,
3,Z_5791,0,,
3,Z_5753,0,,
3,Z_7885,0,,
3,Z_7886,0,,
3,Z_8100,0,,
3,Z_7905-2,0,,
3,Z_7239,0,,
3,Z_8249,0,,
3,Z_7900-2,0,,
3,Z_7701-2,0,,
3,Z_7877-2,0,,
3,Z_7540,0,,
3,Z_7189,0,,
3,Z_8036,0,,
3,Z_5948,0,,
3,Z_8222,0,,
3,Z_8223,0,,
3,Z_8144,0,,
3,Z_7586,0,,
3,Z_7090-2,0,,
3,Z_7764-2,0,,
3,Z_7779,0,,
3,Z_8201,0,,
3,Z_7507,0,,
3,Z_7948,0,,
3,Z_7056-2,0,,
3,Z_7769,0,,
3,Z_6177-2,0,,
3,Z_8107,0,,
3,Z_8106,0,,
3,Z_7931-2,0,,
3,Z_8056-2,0,,
3,Z_8057-2,0,,
3,Z_6243,0,,
3,Z_6243-2,0,,
3,Z_7269-2,0,,
3,Z_7071-2,0,,
3,Z_7270-2,0,,
3,Z_8207-2,0,,
3,Z_7702-2,0,,
3,Z_7337,0,,
3,Z_7336,0,,
3,Z_7337-2,0,,
3,Z_7336-2,0,,
3,Z_7100-2,0,,
3,Z_8250,0,,
3,Z_8250-2,0,,
3,Z_7295,0,,
3,Z_7295-2,0,,
3,Z_7122,0,,
3,Z_7267,0,,
3,Z_6987,0,,
3,Z_7333-2,0,,
3,Z_7333,0,,
3,Z_7668-2,0,,
3,Z_7668,0,,
3,Z_7531-2,0,,
3,Z_7530-2,0,,
3,Z_8206-2,0,,
3,Z_8198,0,,
3,Z_8122,0,,
3,Z_8127,0,,
3,Z_6120,0,,
3,Z_8236,0,,
3,Z_6398,0,,
3,Z_6398-2,0,,
3,Z_7090,0,,
3,Z_7056,0,,
3,Z_4697-2,0,,
3,Z_4652-2,0,,
3,Z_5330,0,,
3,Z_5330-2,0,,
3,Z_7798-2,0,,
3,Z_7802-2,0,,
3,Z_7967-2,0,,
3,Z_7911-2,0,,
3,Z_7055-2,0,,
3,Z_7072,0,,
3,Z_7072-2,0,,
3,Z_7904-2,0,,
3,Z_7903-2,0,,
3,Z_7820-2,0,,
3,Z_7819-2,0,,
3,Z_7871-2,0,,
3,Z_7872-2,0,,
3,Z_8186-2,0,,
3,Z_8185-2,0,,
3,Z_8131-2,0,,
3,Z_5339,0,,
3,Z_8270,0,,
3,Z_8271,0,,
3,Z_7540-2,0,,
3,Z_8223-2,0,,
3,Z_8222-2,0,,
3,Z_5899-2,0,,
3,Z_5899,0,,
3,Z_7395,0,,
3,Z_7395-2,0,,
3,Z_8121,0,,
3,Z_8212,0,,
3,Z_8212-2,0,,
3,Z_8128,0,,
3,Z_8126,0,,
3,Z_5340-2,0,,
3,Z_6717-2,0,,
3,Z_6717,0,,
3,Z_7721,0,,
3,Z_7768,0,,
3,Z_8260-2,0,,
3,Z_8259-2,0,,
3,Z_8075-2,0,,
3,Z_7726-2,0,,
3,Z_8214,0,,
3,Z_7987,0,,
3,Z_7989,0,,
3,Z_8160-2,0,,
3,Z_7716,0,,
3,Z_7717,0,,
3,Z_7408,0,,
3,Z_7673-2,0,,
3,Z_5602,0,,
3,Z_7157,0,,
3,Z_6079,0,,
3,Z_8210,0,,
3,Z_8094,0,,
3,Z_7764,0,,
3,Z_8067,0,,
3,Z_7268,0,,
3,Z_7733,0,,
3,Z_8075,0,,
3,Z_8240-2,0,,
3,Z_8184-2,0,,
3,Z_8055-2,0,,
3,Z_4517-2,0,,
3,Z_4447-2,0,,
3,Z_8179-2,0,,
3,Z_8180-2,0,,
3,Z_8152-2,0,,
3,Z_8076-2,0,,
3,Z_7735,0,,
3,Z_5602-2,0,,
3,Z_7157-2,0,,
3,Z_8243,0,,
3,Z_8181-2,0,,
3,Z_6521-2,0,,
3,Z_8221-2,0,,
3,Z_6490-2,0,,
3,Z_8084-2,0,,
3,Z_8258-2,0,,
3,Z_7518,0,,
3,Z_7520-2,0,,
3,Z_7520,0,,
3,Z_7519,0,,
3,Z_7622-2,0,,
3,Z_7622,0,,
3,Z_8148-2,0,,
3,Z_7628,0,,
3,Z_8191,0,,
3,Z_8068,0,,
3,Z_7719-2,0,,
3,Z_7720-2,0,,
3,Z_7718-2,0,,
3,Z_7968,0,,
3,Z_7968-2,0,,
3,Z_7939-2,0,,
3,Z_7936-2,0,,
3,Z_8281-2,0,,
3,Z_7949-2,0,,
3,Z_7951-2,0,,
3,Z_8072-2,0,,
3,Z_8287,0,,
3,Z_8282,0,,
3,Z_7745-2,0,,
3,Z_8153,0,,
3,Z_8247,0,,
3,Z_7239-2,0,,
3,Z_7269,0,,
3,Z_7911,0,,
3,Z_8186,0,,
3,Z_8185,0,,
3,Z_8238,0,,
3,Z_8084,0,,
3,Z_7356,0,,
3,Z_7606,0,,
3,Z_8283,0,,
3,Z_8287-2,0,,
3,Z_8200-2,0,,
3,Z_8199-2,0,,
3,Z_8143-2,0,,
3,Z_6079-2,0,,
3,Z_8268,0,,
3,Z_7345-2,0,,
3,Z_6109-2,0,,
3,Z_5339-2,0,,
3,Z_5791-2,0,,
3,Z_5753-2,0,,
3,Z_7886-2,0,,
3,Z_7885-2,0,,
3,Z_6154-2,0,,
3,Z_6179-2,0,,
3,Z_8236-2,0,,
3,Z_8210-2,0,,
3,Z_7813-2,0,,
3,Z_7932,0,,
3,Z_6441,0,,
3,Z_6441-2,0,,
3,Z_8111-2,0,,
3,Z_7146-2,0,,
3,Z_8100-2,0,,
3,Z_8239-2,0,,
3,Z_7389,0,,
3,Z_7389-2,0,,
3,Z_7692,0,,
3,Z_7692-2,0,,
3,Z_8265,0,,
3,Z_8265-2,0,,
3,Z_8269,0,,
3,Z_8269-2,0,,
3,Z_8234-2,0,,
3,Z_8235-2,0,,
3,Z_7171-2,0,,
3,Z_8093,0,,
3,Z_6586-2,0,,
3,Z_6585-2,0,,
3,Z_7043,0,,
3,Z_7198,0,,
3,Z_7187,0,,
3,Z_7931,0,,
3,Z_7702,0,,
3,Z_7967,0,,
3,Z_7055,0,,
3,Z_6124-2,0,,
3,Z_6886-2,0,,
3,Z_6885-2,0,,
3,Z_7853-2,0,,
3,Z_8184,0,,
3,Z_4447,0,,
3,Z_4517,0,,
3,Z_8148,0,,
3,Z_8072,0,,
3,Z_8111,0,,
3,Z_6283,0,,
3,Z_6282,0,,
3,Z_7756,0,,
3,Z_7191,0,,
3,Z_7900,0,,
3,Z_7701,0,,
3,Z_7877,0,,
3,Z_7535,0,,
3,Z_8274,0,,
3,Z_8275,0,,
3,Z_7802,0,,
3,Z_7798,0,,
3,Z_6124,0,,
3,Z_7726,0,,
3,Z_8160,0,,
3,Z_8076,0,,
3,Z_6521,0,,
3,Z_6490,0,,
3,Z_7718,0,,
3,Z_8143,0,,
3,Z_7171,0,,
3,Z_8270-2,0,,
3,Z_8271-2,0,,
3,Z_6283-2,0,,
3,Z_6282-2,0,,
3,Z_8054-2,0,,
3,Z_8052-2,0,,
3,Z_8051-2,0,,
3,Z_7745,0,,
3,Z_8089-2,0,,
3,Z_8039-2,0,,
3,Z_6574,0,,
3,Z_6585,0,,
3,Z_6586,0,,
3,Z_8276,0,,
3,Z_8276-2,0,,
3,Z_8277-2,0,,
3,Z_8272-2,0,,
3,Z_8272,0,,
3,Z_8277,0,,
3,Z_7570,0,,
3,Z_7570-2,0,,
3,Z_8041-2,0,,
3,Z_6840-2,0,,
3,Z_6843-2,0,,
3,Z_6803-2,0,,
3,Z_8153-2,0,,
3,Z_7043-2,0,,
3,Z_8117-2,0,,
3,Z_7285-2,0,,
3,Z_7285,0,,
3,Z_8035-2,0,,
3,Z_7504,0,,
3,Z_7218,0,,
3,Z_4648-2,0,,
3,Z_4648,0,,
3,Z_7218-2,0,,
3,Z_8046,0,,
3,Z_7946,0,,
3,Z_7896,0,,
3,Z_7897,0,,
3,Z_8254,0,,
3,Z_8256,0,,
3,Z_8231,0,,
3,Z_8230,0,,
3,Z_8232,0,,
3,Z_7080-2,0,,
3,Z_8205,0,,
3,Z_8205-3,0,,
3,Z_8205-2,0,,
3,Z_7080,0,,
3,Z_7396-2,0,,
3,Z_7396,0,,
3,Z_8244,0,,
3,Z_7365,0,,
3,Z_7365-2,0,,
3,Z_6677,0,,
3,Z_6677-2,0,,
3,Z_5637-2,0,,
3,Z_5637,0,,
3,Z_7965,0,,
3,Z_6068,0,,
3,Z_7039,0,,
6,Z_8132,0,,
6,Z_5594,0,,
6,Z_8280,0,,
6,Z_8280-2,0,,
6,Z_8178,0,,
6,Z_5595,0,,
4,Z_8267,0,,
4,Z_5402,0,,
4,Z_5403,0,,
4,Z_5447,0,,
4,Z_5404,0,,
4,Z_7216,0,,
4,Z_5405,0,,
4,Z_5406,0,,
4,Z_7206,0,,
4,Z_7054,0,,
4,Z_7053,0,,
4,Z_7642,0,,
4,Z_8060,0,,
4,Z_5480,0,,
4,Z_5479,0,,
5,Z_7892,0,,
5,Z_7894,0,,
5,Z_6722,0,,
5,Z_7892-2,0,,
5,Z_8033,0,,
5,Z_8034,0,,
5,Z_8033-2,0,,
5,Z_7589,0,,
5,Z_7588,0,,
5,Z_7590,0,,
5,Z_7588-2,0,,
5,Z_7139,0,,
5,Z_5754,0,,
5,Z_6453,0,,
7,C_1,0,,
